report_date,location,zika_confirmed
2016-01-30,Colombia-Narino-San_Bernardo,0
2016-01-30,Colombia-Narino-San_Lorenzo,0
2016-01-30,Colombia-Narino-San_Pablo,0
2016-01-30,Colombia-Narino-San_Pedro_De_Cartago,0
2016-01-30,Colombia-Narino-Sandona,0
2016-01-30,Colombia-Narino-Santa_Barbara,1
2016-01-30,Colombia-Narino-Santacruz,0
2016-01-30,Colombia-Narino-Sapuyes,0
2016-01-30,Colombia-Narino-Taminango,1
2016-01-30,Colombia-Narino-Tangua,0
2016-01-30,Colombia-Narino-Tuquerres,0
2016-01-30,Colombia-Narino-Unknown,0
2016-01-30,Colombia-Narino-Yacuanquer,0
2016-01-30,Colombia-Norte_Santander-Abrego,0
2016-01-30,Colombia-Norte_Santander-Arboledas,0
2016-01-30,Colombia-Norte_Santander-Bochalema,0
2016-01-30,Colombia-Norte_Santander-Bucarasica,0
2016-01-30,Colombia-Norte_Santander-Cachira,0
2016-01-30,Colombia-Norte_Santander-Cacota,0
2016-01-30,Colombia-Norte_Santander-Chinacota,0
2016-01-30,Colombia-Norte_Santander-Chitaga,0
2016-01-30,Colombia-Norte_Santander-Convencion,0
2016-01-30,Colombia-Norte_Santander-Cucuta,1
2016-01-30,Colombia-Norte_Santander-Cucutilla,0
2016-01-30,Colombia-Norte_Santander-Durania,1
2016-01-30,Colombia-Norte_Santander-El_Carmen,0
2016-01-30,Colombia-Norte_Santander-El_Tarra,0
2016-01-30,Colombia-Norte_Santander-El_Zulia,1
2016-01-30,Colombia-Norte_Santander-Gramalote,0
2016-01-30,Colombia-Norte_Santander-Hacari,0
2016-01-30,Colombia-Norte_Santander-Herran,0
2016-01-30,Colombia-Norte_Santander-La_Esperanza,0
2016-01-30,Colombia-Norte_Santander-La_Playa,0
2016-01-30,Colombia-Norte_Santander-Labateca,1
2016-01-30,Colombia-Norte_Santander-Los_Patios,1
2016-01-30,Colombia-Norte_Santander-Lourdes,0
2016-01-30,Colombia-Norte_Santander-Mutiscua,0
2016-01-30,Colombia-Norte_Santander-Ocana,1
2016-01-30,Colombia-Norte_Santander-Pamplona,1
2016-01-30,Colombia-Norte_Santander-Pamplonita,0
2016-01-30,Colombia-Norte_Santander-Puerto_Santander,1
2016-01-30,Colombia-Norte_Santander-Ragonvalia,0
2016-01-30,Colombia-Norte_Santander-Salazar,0
2016-01-30,Colombia-Norte_Santander-San_Calixto,0
2016-01-30,Colombia-Norte_Santander-San_Cayetano,1
2016-01-30,Colombia-Norte_Santander-Santiago,0
2016-01-30,Colombia-Norte_Santander-Sardinata,1
2016-01-30,Colombia-Norte_Santander-Silos,0
2016-01-30,Colombia-Norte_Santander-Teorama,0
2016-01-30,Colombia-Norte_Santander-Tibu,1
2016-01-30,Colombia-Norte_Santander-Toledo,0
2016-01-30,Colombia-Norte_Santander-Unknown,1
2016-01-30,Colombia-Norte_Santander-Villa_Caro,0
2016-01-30,Colombia-Norte_Santander-Villa_Del_Rosario,1
2016-01-30,Colombia-Putumayo-Colon,0
2016-01-30,Colombia-Putumayo-Leguizamo,0
2016-01-30,Colombia-Putumayo-Mocoa,1
2016-01-30,Colombia-Putumayo-Orito,1
2016-01-30,Colombia-Putumayo-Puerto_Asis,1
2016-01-30,Colombia-Putumayo-Puerto_Caicedo,1
2016-01-30,Colombia-Putumayo-Puerto_Guzman,1
2016-01-30,Colombia-Putumayo-San_Francisco,0
2016-01-30,Colombia-Putumayo-San_Miguel,1
2016-01-30,Colombia-Putumayo-Santiago,0
2016-01-30,Colombia-Putumayo-Sibundoy,0
2016-01-30,Colombia-Putumayo-Unknown,0
2016-01-30,Colombia-Putumayo-Valle_Del_Guamuez,0
2016-01-30,Colombia-Putumayo-Villagarzon,1
2016-01-30,Colombia-Quindio-Armenia,0
2016-01-30,Colombia-Quindio-Buenavista,0
2016-01-30,Colombia-Quindio-Calarca,0
2016-01-30,Colombia-Quindio-Circasia,0
2016-01-30,Colombia-Quindio-Cordoba,0
2016-01-30,Colombia-Quindio-Filandia,0
2016-01-30,Colombia-Quindio-Genova,0
2016-01-30,Colombia-Quindio-La_Tebaida,0
2016-01-30,Colombia-Quindio-Montenegro,0
2016-01-30,Colombia-Quindio-Pijao,0
2016-01-30,Colombia-Quindio-Quimbaya,0
2016-01-30,Colombia-Quindio-Salento,0
2016-01-30,Colombia-Quindio-Unknown,0
2016-01-30,Colombia-Risaralda-Apia,0
2016-01-30,Colombia-Risaralda-Balboa,1
2016-01-30,Colombia-Risaralda-Belen_De_Umbria,1
2016-01-30,Colombia-Risaralda-Dosquebradas,1
2016-01-30,Colombia-Risaralda-Guatica,0
2016-01-30,Colombia-Risaralda-La_Celia,1
2016-01-30,Colombia-Risaralda-La_Virginia,1
2016-01-30,Colombia-Risaralda-Marsella,0
2016-01-30,Colombia-Risaralda-Mistrato,1
2016-01-30,Colombia-Risaralda-Pereira,1
2016-01-30,Colombia-Risaralda-Pueblo_Rico,1
2016-01-30,Colombia-Risaralda-Quinchia,0
2016-01-30,Colombia-Risaralda-Santa_Rosa_De_Cabal,1
2016-01-30,Colombia-Risaralda-Santuario,0
2016-01-30,Colombia-Risaralda-Unknown,0
2016-01-30,Colombia-San_Andres-Providencia,1
2016-01-30,Colombia-San_Andres-San_Andres,1
2016-01-30,Colombia-San_Andres-Unknown,0
2016-01-30,Colombia-Santander-Aguada,0
2016-01-30,Colombia-Santander-Albania,0
2016-01-30,Colombia-Santander-Aratoca,0
2016-01-30,Colombia-Santander-Barbosa,1
2016-01-30,Colombia-Santander-Barichara,0
2016-01-30,Colombia-Santander-Barrancabermeja,1
2016-01-30,Colombia-Santander-Betulia,0
2016-01-30,Colombia-Santander-Bolivar,0
2016-01-30,Colombia-Santander-Bucaramanga,1
2016-01-30,Colombia-Santander-Cabrera,0
2016-01-30,Colombia-Santander-California,0
2016-01-30,Colombia-Santander-Capitanejo,0
2016-01-30,Colombia-Santander-Carcasi,0
2016-01-30,Colombia-Santander-Cepita,0
2016-01-30,Colombia-Santander-Cerrito,0
2016-01-30,Colombia-Santander-Charala,0
2016-01-30,Colombia-Santander-Charta,0
2016-01-30,Colombia-Santander-Chima,0
2016-01-30,Colombia-Santander-Chipata,0
2016-01-30,Colombia-Santander-Cimitarra,0
2016-01-30,Colombia-Santander-Concepcion,0
2016-01-30,Colombia-Santander-Confines,0
2016-01-30,Colombia-Santander-Contratacion,0
2016-01-30,Colombia-Santander-Coromoro,0
2016-01-30,Colombia-Santander-Curiti,0
2016-01-30,Colombia-Santander-El_Carmen_De_Chucuri,0
2016-01-30,Colombia-Santander-El_Guacamayo,0
2016-01-30,Colombia-Santander-El_Penon,0
2016-01-30,Colombia-Santander-El_Playon,0
2016-01-30,Colombia-Santander-Encino,0
2016-01-30,Colombia-Santander-Enciso,0
2016-01-30,Colombia-Santander-Florian,0
2016-01-30,Colombia-Santander-Floridablanca,1
2016-01-30,Colombia-Santander-Galan,0
2016-01-30,Colombia-Santander-Gambita,0
2016-01-30,Colombia-Santander-Giron,0
2016-01-30,Colombia-Santander-Gsepsa,0
2016-01-30,Colombia-Santander-Guaca,0
2016-01-30,Colombia-Santander-Guadalupe,0
2016-01-30,Colombia-Santander-Guapota,0
2016-01-30,Colombia-Santander-Guavata,0
2016-01-30,Colombia-Santander-Hato,0
2016-01-30,Colombia-Santander-Jesus_Maria,0
2016-01-30,Colombia-Santander-Jordan,0
2016-01-30,Colombia-Santander-La_Belleza,0
2016-01-30,Colombia-Santander-La_Paz,0
2016-01-30,Colombia-Santander-Landazuri,0
2016-01-30,Colombia-Santander-Lebrija,1
2016-01-30,Colombia-Santander-Los_Santos,0
2016-01-30,Colombia-Santander-Macaravita,0
2016-01-30,Colombia-Santander-Malaga,0
2016-01-30,Colombia-Santander-Matanza,0
2016-01-30,Colombia-Santander-Mogotes,0
2016-01-30,Colombia-Santander-Molagavita,0
2016-01-30,Colombia-Santander-Ocamonte,0
2016-01-30,Colombia-Santander-Oiba,0
2016-01-30,Colombia-Santander-Onzaga,0
2016-01-30,Colombia-Santander-Palmar,0
2016-01-30,Colombia-Santander-Palmas_Del_Socorro,0
2016-01-30,Colombia-Santander-Paramo,0
2016-01-30,Colombia-Santander-Piedecuesta,1
2016-01-30,Colombia-Santander-Pinchote,0
2016-01-30,Colombia-Santander-Puente_Nacional,0
2016-01-30,Colombia-Santander-Puerto_Parra,0
2016-01-30,Colombia-Santander-Puerto_Wilches,0
2016-01-30,Colombia-Santander-Rionegro,0
2016-01-30,Colombia-Santander-Sabana_De_Torres,0
2016-01-30,Colombia-Santander-San_Andres,0
2016-01-30,Colombia-Santander-San_Benito,0
2016-01-30,Colombia-Santander-San_Gil,0
2016-01-30,Colombia-Santander-San_Joaquin,0
2016-01-30,Colombia-Santander-San_Jose_De_Miranda,0
2016-01-30,Colombia-Santander-San_Miguel,0
2016-01-30,Colombia-Santander-San_Vicente_De_Chucuri,1
2016-01-30,Colombia-Santander-Santa_Barbara,0
2016-01-30,Colombia-Santander-Santa_Helena_Del_Opon,0
2016-01-30,Colombia-Santander-Simacota,0
2016-01-30,Colombia-Santander-Socorro,0
2016-01-30,Colombia-Santander-Suaita,0
2016-01-30,Colombia-Santander-Sucre,0
2016-01-30,Colombia-Santander-Surata,0
2016-01-30,Colombia-Santander-Tona,0
2016-01-30,Colombia-Santander-Unknown,0
2016-01-30,Colombia-Santander-Valle_De_San_Jose,0
2016-01-30,Colombia-Santander-Velez,0
2016-01-30,Colombia-Santander-Vetas,0
2016-01-30,Colombia-Santander-Villanueva,0
2016-01-30,Colombia-Santander-Zapatoca,0
2016-01-30,Colombia-Sta_Marta_D.E.-Santa_Marta,1
2016-01-30,Colombia-Sucre-Buenavista,0
2016-01-30,Colombia-Sucre-Caimito,0
2016-01-30,Colombia-Sucre-Chalan,0
2016-01-30,Colombia-Sucre-Coloso,0
2016-01-30,Colombia-Sucre-Corozal,1
2016-01-30,Colombia-Sucre-Covenas,1
2016-01-30,Colombia-Sucre-El_Roble,0
2016-01-30,Colombia-Sucre-Galeras,0
2016-01-30,Colombia-Sucre-Guaranda,0
2016-01-30,Colombia-Sucre-La_Union,0
2016-01-30,Colombia-Sucre-Los_Palmitos,0
2016-01-30,Colombia-Sucre-Majagual,0
2016-01-30,Colombia-Sucre-Morroa,1
2016-01-30,Colombia-Sucre-Ovejas,0
2016-01-30,Colombia-Sucre-Palmito,0
2016-01-30,Colombia-Sucre-Sampues,1
2016-01-30,Colombia-Sucre-San_Benito_Abad,0
2016-01-30,Colombia-Sucre-San_Juan_De_Betulia,0
2016-01-30,Colombia-Sucre-San_Luis_De_Since,0
2016-01-30,Colombia-Sucre-San_Marcos,1
2016-01-30,Colombia-Sucre-San_Onofre,0
2016-01-30,Colombia-Sucre-San_Pedro,0
2016-01-30,Colombia-Sucre-Santiago_De_Tolu,0
2016-01-30,Colombia-Sucre-Sincelejo,1
2016-01-30,Colombia-Sucre-Sucre,0
2016-01-30,Colombia-Sucre-Tolu_Viejo,0
2016-01-30,Colombia-Sucre-Unknown,0
2016-01-30,Colombia-Tolima-Alpujarra,1
2016-01-30,Colombia-Tolima-Alvarado,0
2016-01-30,Colombia-Tolima-Ambalema,0
2016-01-30,Colombia-Tolima-Anzoategui,0
2016-01-30,Colombia-Tolima-Armero,0
2016-01-30,Colombia-Tolima-Ataco,0
2016-01-30,Colombia-Tolima-Cajamarca,0
2016-01-30,Colombia-Tolima-Carmen_De_Apicala,1
2016-01-30,Colombia-Tolima-Casabianca,0
2016-01-30,Colombia-Tolima-Chaparral,1
2016-01-30,Colombia-Tolima-Coello,0
2016-01-30,Colombia-Tolima-Coyaima,0
2016-01-30,Colombia-Tolima-Cunday,0
2016-01-30,Colombia-Tolima-Dolores,0
2016-01-30,Colombia-Tolima-Espinal,1
2016-01-30,Colombia-Tolima-Falan,0
2016-01-30,Colombia-Tolima-Flandes,1
2016-01-30,Colombia-Tolima-Fresno,0
2016-01-30,Colombia-Tolima-Guamo,1
2016-01-30,Colombia-Tolima-Herveo,0
2016-01-30,Colombia-Tolima-Honda,0
2016-01-30,Colombia-Tolima-Ibague,1
2016-01-30,Colombia-Tolima-Icononzo,0
2016-01-30,Colombia-Tolima-Lerida,1
2016-01-30,Colombia-Tolima-Libano,0
2016-01-30,Colombia-Tolima-Mariquita,1
2016-01-30,Colombia-Tolima-Melgar,1
2016-01-30,Colombia-Tolima-Murillo,0
2016-01-30,Colombia-Tolima-Natagaima,1
2016-01-30,Colombia-Tolima-Ortega,0
2016-01-30,Colombia-Tolima-Palocabildo,0
2016-01-30,Colombia-Tolima-Piedras,1
2016-01-30,Colombia-Tolima-Planadas,1
2016-01-30,Colombia-Tolima-Prado,0
2016-01-30,Colombia-Tolima-Purificacion,1
2016-01-30,Colombia-Tolima-Rioblanco,0
2016-01-30,Colombia-Tolima-Roncesvalles,0
2016-01-30,Colombia-Tolima-Rovira,0
2016-01-30,Colombia-Tolima-Saldana,0
2016-01-30,Colombia-Tolima-San_Antonio,0
2016-01-30,Colombia-Tolima-San_Luis,1
2016-01-30,Colombia-Tolima-Santa_Isabel,0
2016-01-30,Colombia-Tolima-Suarez,1
2016-01-30,Colombia-Tolima-Unknown,0
2016-01-30,Colombia-Tolima-Valle_De_San_Juan,1
2016-01-30,Colombia-Tolima-Venadillo,1
2016-01-30,Colombia-Tolima-Villahermosa,1
2016-01-30,Colombia-Tolima-Villarrica,0
2016-01-30,Colombia-Valle_Del_Cauca-Alcala,0
2016-01-30,Colombia-Valle_Del_Cauca-Andalucia,0
2016-01-30,Colombia-Valle_Del_Cauca-Ansermanuevo,0
2016-01-30,Colombia-Valle_Del_Cauca-Argelia,0
2016-01-30,Colombia-Valle_Del_Cauca-Bolivar,0
2016-01-30,Colombia-Valle_Del_Cauca-Buenaventura,0
2016-01-30,Colombia-Valle_Del_Cauca-Bugalagrande,0
2016-01-30,Colombia-Valle_Del_Cauca-Caicedonia,0
2016-01-30,Colombia-Valle_Del_Cauca-Cali,1
2016-01-30,Colombia-Valle_Del_Cauca-Calima,0
2016-01-30,Colombia-Valle_Del_Cauca-Candelaria,0
2016-01-30,Colombia-Valle_Del_Cauca-Cartago,1
2016-01-30,Colombia-Valle_Del_Cauca-Dagua,0
2016-01-30,Colombia-Valle_Del_Cauca-El_Aguila,0
2016-01-30,Colombia-Valle_Del_Cauca-El_Cairo,0
2016-01-30,Colombia-Valle_Del_Cauca-El_Cerrito,0
2016-01-30,Colombia-Valle_Del_Cauca-El_Dovio,0
2016-01-30,Colombia-Valle_Del_Cauca-Florida,0
2016-01-30,Colombia-Valle_Del_Cauca-Ginebra,0
2016-01-30,Colombia-Valle_Del_Cauca-Guacari,0
2016-01-30,Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,0
2016-01-30,Colombia-Valle_Del_Cauca-Jamundi,0
2016-01-30,Colombia-Valle_Del_Cauca-La_Cumbre,0
2016-01-30,Colombia-Valle_Del_Cauca-La_Union,0
2016-01-30,Colombia-Valle_Del_Cauca-La_Victoria,0
2016-01-30,Colombia-Valle_Del_Cauca-Obando,0
2016-01-30,Colombia-Valle_Del_Cauca-Palmira,1
2016-01-30,Colombia-Valle_Del_Cauca-Pradera,0
2016-01-30,Colombia-Valle_Del_Cauca-Restrepo,0
2016-01-30,Colombia-Valle_Del_Cauca-Riofrio,0
2016-01-30,Colombia-Valle_Del_Cauca-Roldanillo,1
2016-01-30,Colombia-Valle_Del_Cauca-San_Pedro,0
2016-01-30,Colombia-Valle_Del_Cauca-Sevilla,0
2016-01-30,Colombia-Valle_Del_Cauca-Toro,0
2016-01-30,Colombia-Valle_Del_Cauca-Trujillo,0
2016-01-30,Colombia-Valle_Del_Cauca-Tulua,1
2016-01-30,Colombia-Valle_Del_Cauca-Ulloa,0
2016-01-30,Colombia-Valle_Del_Cauca-Unknown,0
2016-01-30,Colombia-Valle_Del_Cauca-Versalles,0
2016-01-30,Colombia-Valle_Del_Cauca-Vijes,0
2016-01-30,Colombia-Valle_Del_Cauca-Yotoco,0
2016-01-30,Colombia-Valle_Del_Cauca-Yumbo,0
2016-01-30,Colombia-Valle_Del_Cauca-Zarzal,0
2016-01-30,Colombia-Vaupes-Caruru,0
2016-01-30,Colombia-Vaupes-Mitu,0
2016-01-30,Colombia-Vaupes-Pacoa,0
2016-01-30,Colombia-Vaupes-Papunaua,0
2016-01-30,Colombia-Vaupes-Taraira,0
2016-01-30,Colombia-Vaupes-Unknown,0
2016-01-30,Colombia-Vaupes-Yavarate,0
2016-01-30,Colombia-Vichada-Cumaribo,0
2016-01-30,Colombia-Vichada-La_Primavera,1
2016-01-30,Colombia-Vichada-Puerto_Carreno,0
2016-01-30,Colombia-Vichada-Santa_Rosalia,0
2016-01-30,Colombia-Vichada-Unknown,0
2016-01-30,Dominican_Republic,0
2016-01-30,Dominican_Republic-Distrito_Nacional,0
2016-01-30,Dominican_Republic-Jimani_de_Independencia,0
2016-01-30,Dominican_Republic-Santa_Cruz-Barahona,0
2016-01-30,Dominican_Republic-Santo_Domingo_Norte,0
2016-01-30,El_Salvador,0
2016-01-30,El_Salvador-Ahuachapan,0
2016-01-30,El_Salvador-Cabanas,0
2016-01-30,El_Salvador-Chalatenango,0
2016-01-30,El_Salvador-Cuscatlan,0
2016-01-30,El_Salvador-Guatemala,0
2016-01-30,El_Salvador-La_Libertad,0
2016-01-30,El_Salvador-La_Paz,0
2016-01-30,El_Salvador-La_Union,0
2016-01-30,El_Salvador-Morazan,0
2016-01-30,El_Salvador-San_Miguel,0
2016-01-30,El_Salvador-San_Salvador,0
2016-01-30,El_Salvador-San_Vicente,0
2016-01-30,El_Salvador-Santa_Ana,0
2016-01-30,El_Salvador-Sonsonate,0
2016-01-30,El_Salvador-Usulutan,0
2016-01-30,Mexico-Aguascalientes,0
2016-01-30,Mexico-Baja_California,0
2016-01-30,Mexico-Baja_California_Sur,0
2016-01-30,Mexico-Campeche,0
2016-01-30,Mexico-Chiapas,1
2016-01-30,Mexico-Chihuahua,0
2016-01-30,Mexico-Coahuila_de_Zaragoza,0
2016-01-30,Mexico-Colima,0
2016-01-30,Mexico-Distrito_Federal,0
2016-01-30,Mexico-Durango,0
2016-01-30,Mexico-Guanajuato,0
2016-01-30,Mexico-Guerrero,1
2016-01-30,Mexico-Hidalgo,0
2016-01-30,Mexico-Jalisco,0
2016-01-30,Mexico-Mexico,0
2016-01-30,Mexico-Michoacan_de_Ocampo,0
2016-01-30,Mexico-Morelos,0
2016-01-30,Mexico-Nayarit,0
2016-01-30,Mexico-Nuevo_Leon,0
2016-01-30,Mexico-Oaxaca,1
2016-01-30,Mexico-Puebla,0
2016-01-30,Mexico-Queretaro_de_Arteaga,0
2016-01-30,Mexico-Quintana_Roo,0
2016-01-30,Mexico-San_Luis_Potosi,0
2016-01-30,Mexico-Sinaloa,0
2016-01-30,Mexico-Sonora,0
2016-01-30,Mexico-Tabasco,0
2016-01-30,Mexico-Tamaulipas,0
2016-01-30,Mexico-Tlaxcala,0
2016-01-30,Mexico-Veracruz_de_Ignacio_de_la_Llave,1
2016-01-30,Mexico-Yucatan,1
2016-01-30,Mexico-Zacatecas,0
2016-01-30,United_States-Florida,0
2016-01-30,United_States-Florida-Alachua_County,0
2016-01-30,United_States-Florida-Baker_County,0
2016-01-30,United_States-Florida-Bay_County,0
2016-01-30,United_States-Florida-Bradford_County,0
2016-01-30,United_States-Florida-Brevard_County,0
2016-01-30,United_States-Florida-Broward_County,0
2016-01-30,United_States-Florida-Calhoun_County,0
2016-01-30,United_States-Florida-Charlotte_County,0
2016-01-30,United_States-Florida-Citrus_County,0
2016-01-30,United_States-Florida-Clay_County,0
2016-01-30,United_States-Florida-Collier_County,0
2016-01-30,United_States-Florida-Columbia_County,0
2016-01-30,United_States-Florida-DeSoto_County,0
2016-01-30,United_States-Florida-Dixie_County,0
2016-01-30,United_States-Florida-Duval_County,0
2016-01-30,United_States-Florida-Escambia_County,0
2016-01-30,United_States-Florida-Flagler_County,0
2016-01-30,United_States-Florida-Franklin_County,0
2016-01-30,United_States-Florida-Gadsden_County,0
2016-01-30,United_States-Florida-Gilchrist_County,0
2016-01-30,United_States-Florida-Glades_County,0
2016-01-30,United_States-Florida-Gulf_County,0
2016-01-30,United_States-Florida-Hamilton_County,0
2016-01-30,United_States-Florida-Hardee_County,0
2016-01-30,United_States-Florida-Hendry_County,0
2016-01-30,United_States-Florida-Hernando_County,0
2016-01-30,United_States-Florida-Highlands_County,0
2016-01-30,United_States-Florida-Hillsborough_County,0
2016-01-30,United_States-Florida-Holmes_County,0
2016-01-30,United_States-Florida-IndianRiver_County,0
2016-01-30,United_States-Florida-Jackson_County,0
2016-01-30,United_States-Florida-Jefferson_County,0
2016-01-30,United_States-Florida-Lafayette_County,0
2016-01-30,United_States-Florida-Lake_County,0
2016-01-30,United_States-Florida-Lee_County,0
2016-01-30,United_States-Florida-Leon_County,0
2016-01-30,United_States-Florida-Levy_County,0
2016-01-30,United_States-Florida-Liberty_County,0
2016-01-30,United_States-Florida-Madison_County,0
2016-01-30,United_States-Florida-Manatee_County,0
2016-01-30,United_States-Florida-Marion_County,0
2016-01-30,United_States-Florida-Martin_County,0
2016-01-30,United_States-Florida-Miami-Dade_County,0
2016-01-30,United_States-Florida-Monroe_County,0
2016-01-30,United_States-Florida-Nassau_County,0
2016-01-30,United_States-Florida-Not_Reported,0
2016-01-30,United_States-Florida-Okaloosa_County,0
2016-01-30,United_States-Florida-Okeechobee_County,0
2016-01-30,United_States-Florida-Orange_County,0
2016-01-30,United_States-Florida-Osceola_County,0
2016-01-30,United_States-Florida-PalmBeach_County,0
2016-01-30,United_States-Florida-Pasco_County,0
2016-01-30,United_States-Florida-Pinellas_County,0
2016-01-30,United_States-Florida-Polk_County,0
2016-01-30,United_States-Florida-Putnam_County,0
2016-01-30,United_States-Florida-SantaRosa_County,0
2016-01-30,United_States-Florida-Sarasota_County,0
2016-01-30,United_States-Florida-Seminole_County,0
2016-01-30,United_States-Florida-StJohns_County,0
2016-01-30,United_States-Florida-StLucie_County,0
2016-01-30,United_States-Florida-Sumter_County,0
2016-01-30,United_States-Florida-Suwannee_County,0
2016-01-30,United_States-Florida-Taylor_County,0
2016-01-30,United_States-Florida-Union_County,0
2016-01-30,United_States-Florida-Volusia_County,0
2016-01-30,United_States-Florida-Wakulla_County,0
2016-01-30,United_States-Florida-Walton_County,0
2016-01-30,United_States-Florida-Washington_County,0
2016-02-02,Guatemala,0
2016-02-02,Guatemala-Chiquimula,0
2016-02-02,Guatemala-El_Progreso,0
2016-02-02,Guatemala-Izabal,0
2016-02-02,Guatemala-Nor_Occidente,0
2016-02-02,Guatemala-Peten_Sur_Oriental,0
2016-02-02,Guatemala-Quetzaltenango,0
2016-02-02,Guatemala-Retalhuleu,0
2016-02-02,Guatemala-Santa_Rosa,0
2016-02-02,Guatemala-Suchitepequez,0
2016-02-02,Guatemala-Sur,0
2016-02-02,Guatemala-Zacapa,0
2016-02-03,Haiti,0
2016-02-03,Haiti-Artibonite,0
2016-02-03,Haiti-Artibonite-Desssalines_Marchand,0
2016-02-03,Haiti-Artibonite-Ennery,0
2016-02-03,Haiti-Artibonite-Gonaives,0
2016-02-03,Haiti-Artibonite-Verrettes,0
2016-02-03,Haiti-Centre,0
2016-02-03,Haiti-Centre-Hinche,0
2016-02-03,Haiti-Centre-Maissade,0
2016-02-03,Haiti-Centre-Mirebalais,0
2016-02-03,Haiti-Grande_Anse,0
2016-02-03,Haiti-Grande_Anse-Corail,0
2016-02-03,Haiti-Grande_Anse-Dame_Marie,0
2016-02-03,Haiti-Grande_Anse-Roseaux,0
2016-02-03,Haiti-Nippes,0
2016-02-03,Haiti-Nippes-Fond_Des_Negres,0
2016-02-03,Haiti-Nippes-Miragoane,0
2016-02-03,Haiti-Nord,0
2016-02-03,Haiti-Nord-Cap_Haitien,0
2016-02-03,Haiti-Nord-Limbe,0
2016-02-03,Haiti-Nord-Milot,0
2016-02-03,Haiti-Nord-Pignon,0
2016-02-03,Haiti-Nord-Plaine_du_Nord,0
2016-02-03,Haiti-Nord-Plaisance,0
2016-02-03,Haiti-Nord_Est,0
2016-02-03,Haiti-Nord_Est-Ouanaminthe,0
2016-02-03,Haiti-Nord_Ouest,0
2016-02-03,Haiti-Nord_Ouest-La_Tortue,0
2016-02-03,Haiti-Nord_Ouest-Saint_Louis_du_Nord,0
2016-02-03,Haiti-Ouest,0
2016-02-03,Haiti-Ouest-Carrefour,0
2016-02-03,Haiti-Ouest-Croix_des_Bouquets,0
2016-02-03,Haiti-Ouest-Delmas,0
2016-02-03,Haiti-Ouest-Petion_Ville,0
2016-02-03,Haiti-Ouest-Petit_Goave,0
2016-02-03,Haiti-Ouest-Port_au_Prince,0
2016-02-03,Haiti-Sud,0
2016-02-03,Haiti-Sud-Aquin,0
2016-02-03,Haiti-Sud_Est,0
2016-02-03,Haiti-Sud_Est-Anse_A_Pitres,0
2016-02-03,Haiti-Sud_Est-Cotes_de_Fer,0
2016-02-03,Haiti-Sud_Est-Marigot,0
2016-02-06,Colombia-Amazonas-El_Encanto,0
2016-02-06,Colombia-Amazonas-La_Chorrera,0
2016-02-06,Colombia-Amazonas-La_Pedrera,0
2016-02-06,Colombia-Amazonas-La_Victoria,0
2016-02-06,Colombia-Amazonas-Leticia,1
2016-02-06,Colombia-Amazonas-Miriti_Parana,0
2016-02-06,Colombia-Amazonas-Puerto_Alegria,0
2016-02-06,Colombia-Amazonas-Puerto_Arica,0
2016-02-06,Colombia-Amazonas-Puerto_Narino,0
2016-02-06,Colombia-Amazonas-Puerto_Santander,0
2016-02-06,Colombia-Amazonas-Tarapaca,0
2016-02-06,Colombia-Amazonas-Unknown,0
2016-02-06,Colombia-Antioquia-Abejorral,0
2016-02-06,Colombia-Antioquia-Abriaqui,0
2016-02-06,Colombia-Antioquia-Alejandria,0
2016-02-06,Colombia-Antioquia-Amaga,0
2016-02-06,Colombia-Antioquia-Amalfi,0
2016-02-06,Colombia-Antioquia-Andes,0
2016-02-06,Colombia-Antioquia-Angelopolis,0
2016-02-06,Colombia-Antioquia-Angostura,0
2016-02-06,Colombia-Antioquia-Anori,0
2016-02-06,Colombia-Antioquia-Anza,0
2016-02-06,Colombia-Antioquia-Apartado,1
2016-02-06,Colombia-Antioquia-Arboletes,0
2016-02-06,Colombia-Antioquia-Argelia,0
2016-02-06,Colombia-Antioquia-Armenia,0
2016-02-06,Colombia-Antioquia-Barbosa,0
2016-02-06,Colombia-Antioquia-Bello,1
2016-02-06,Colombia-Antioquia-Belmira,0
2016-02-06,Colombia-Antioquia-Betania,0
2016-02-06,Colombia-Antioquia-Betulia,0
2016-02-06,Colombia-Antioquia-Briceno,0
2016-02-06,Colombia-Antioquia-Buritica,0
2016-02-06,Colombia-Antioquia-Caceres,0
2016-02-06,Colombia-Antioquia-Caicedo,0
2016-02-06,Colombia-Antioquia-Caldas,1
2016-02-06,Colombia-Antioquia-Campamento,0
2016-02-06,Colombia-Antioquia-Canasgordas,1
2016-02-06,Colombia-Antioquia-Caracoli,0
2016-02-06,Colombia-Antioquia-Caramanta,0
2016-02-06,Colombia-Antioquia-Carepa,0
2016-02-06,Colombia-Antioquia-Carolina,0
2016-02-06,Colombia-Antioquia-Caucasia,1
2016-02-06,Colombia-Antioquia-Chigorodo,0
2016-02-06,Colombia-Antioquia-Cisneros,0
2016-02-06,Colombia-Antioquia-Ciudad_Bolivar,1
2016-02-06,Colombia-Antioquia-Cocorna,0
2016-02-06,Colombia-Antioquia-Concepcion,0
2016-02-06,Colombia-Antioquia-Concordia,0
2016-02-06,Colombia-Antioquia-Copacabana,0
2016-02-06,Colombia-Antioquia-Dabeiba,0
2016-02-06,Colombia-Antioquia-Don_Matias,0
2016-02-06,Colombia-Antioquia-Ebejico,0
